loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment
2217,9.22,774,24933,15.19,4,MORTGAGE,other,36 months,B,Fully Paid,2020-09-16,70.73
9959,7.36,614,53286,20.05,9,RENT,major_purchase,36 months,G,Charged Off,2021-10-22,309.15
20855,10.88,601,24452,10.39,0,MORTGAGE,major_purchase,36 months,G,Charged Off,2021-02-25,681.58
13424,8.54,688,178681,10.49,1,OWN,credit_card,60 months,C,Fully Paid,2020-01-29,275.67
11283,12.05,745,50945,23.24,6,MORTGAGE,major_purchase,60 months,B,Charged Off,2022-04-13,251.27
15354,12.11,714,20000,4.35,1,RENT,credit_card,36 months,E,Fully Paid,2021-12-23,510.78
1034,9.51,789,68869,13.69,4,RENT,debt_consolidation,36 months,B,Fully Paid,2022-01-26,33.13
18957,10.52,725,88208,22.66,5,RENT,home_improvement,60 months,C,Fully Paid,2020-06-23,407.65
18067,11.08,699,44578,9.33,9,RENT,credit_card,60 months,D,Fully Paid,2021-02-04,393.54
11725,15.24,789,23176,2.73,10,RENT,debt_consolidation,36 months,A,Fully Paid,2021-02-13,407.83
23047,11.41,761,55697,28.65,5,OWN,other,36 months,C,Fully Paid,2020-07-31,759.01
5980,15.3,788,42736,21.39,5,RENT,debt_consolidation,60 months,B,Fully Paid,2021-02-13,143.21
24023,14.34,729,30245,21.64,7,MORTGAGE,credit_card,36 months,D,Charged Off,2022-11-10,825.02
16235,14.29,629,28433,14.29,2,RENT,debt_consolidation,60 months,F,Charged Off,2022-03-22,380.21
12307,17.55,805,66793,20.13,9,RENT,debt_consolidation,36 months,B,Fully Paid,2020-10-17,442.15
14841,7.52,764,112658,0.0,0,MORTGAGE,major_purchase,60 months,B,Fully Paid,2021-09-21,297.52
14141,10.11,666,82708,11.5,0,RENT,credit_card,36 months,F,Charged Off,2022-02-22,457.02
24762,19.05,745,20000,22.58,6,OTHER,major_purchase,60 months,C,Fully Paid,2021-01-31,643.02
6386,10.97,765,92118,3.83,3,RENT,debt_consolidation,36 months,A,Fully Paid,2022-06-05,208.98
8899,5.0,789,102819,12.33,4,RENT,home_improvement,60 months,A,Fully Paid,2020-06-24,167.94
23290,11.19,649,158829,17.56,2,MORTGAGE,home_improvement,36 months,F,Fully Paid,2020-06-30,764.58
10235,12.54,723,30794,8.73,4,OWN,debt_consolidation,36 months,C,Fully Paid,2022-12-24,342.59
22204,5.0,620,57548,15.06,8,OWN,debt_consolidation,60 months,F,Fully Paid,2020-02-04,419.02
28595,17.34,730,89077,18.09,7,MORTGAGE,small_business,60 months,C,Fully Paid,2022-11-22,715.9
11785,9.15,736,41386,17.42,1,OWN,debt_consolidation,60 months,D,Fully Paid,2022-05-08,245.5
20450,13.31,781,88109,11.79,1,MORTGAGE,small_business,36 months,B,Fully Paid,2022-10-27,692.1
5770,11.1,788,58875,8.37,5,RENT,credit_card,36 months,A,Fully Paid,2020-07-08,189.18
21037,6.85,714,33106,18.17,7,MORTGAGE,credit_card,36 months,D,Fully Paid,2020-08-10,648.12
16595,7.72,742,35141,17.71,7,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2022-05-29,334.27
18784,8.26,709,143559,17.32,9,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-03-13,590.88
9835,16.34,761,29807,15.92,1,RENT,debt_consolidation,60 months,A,Fully Paid,2020-03-19,240.95
1711,11.41,716,26433,17.72,6,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-08-08,56.35
19026,9.91,725,76196,22.02,8,MORTGAGE,home_improvement,36 months,D,Fully Paid,2020-04-25,613.11
1000,8.26,787,58606,17.48,9,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2020-10-05,20.4
12461,16.78,760,23905,15.78,1,RENT,credit_card,36 months,B,Fully Paid,2020-09-11,442.91
22529,17.86,737,41622,10.79,2,RENT,credit_card,60 months,C,Fully Paid,2020-02-16,570.37
16535,16.74,740,33801,26.09,4,MORTGAGE,other,60 months,D,Fully Paid,2022-12-16,408.63
30586,13.97,696,38209,6.02,5,RENT,small_business,36 months,B,Charged Off,2020-07-12,1044.91
23200,13.16,661,200000,13.38,4,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-02-23,783.49
9768,7.14,787,48445,10.93,9,RENT,major_purchase,60 months,C,Fully Paid,2021-02-11,194.06
15218,11.02,792,32309,0.38,10,RENT,home_improvement,60 months,B,Fully Paid,2021-11-15,331.03
14621,9.26,779,200000,17.83,1,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-03-18,466.72
2342,5.0,714,111499,13.37,7,MORTGAGE,other,60 months,D,Fully Paid,2022-12-24,44.2
7476,16.23,704,99446,15.26,1,RENT,credit_card,60 months,D,Fully Paid,2020-05-30,182.72
10513,9.22,711,33417,13.57,9,RENT,credit_card,60 months,C,Fully Paid,2022-04-29,219.36
1000,16.78,731,137866,21.03,1,MORTGAGE,home_improvement,36 months,C,Fully Paid,2020-09-20,35.54
15379,15.53,796,106020,22.05,10,OWN,debt_consolidation,36 months,A,Fully Paid,2022-09-07,537.12
13007,14.23,762,66367,6.19,4,OWN,debt_consolidation,36 months,C,Fully Paid,2021-01-17,446.0
1616,14.45,746,20000,29.12,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-04-03,55.58
18233,9.54,770,59045,13.08,6,MORTGAGE,home_improvement,60 months,B,Fully Paid,2022-01-22,383.28
20726,19.43,756,200000,19.7,4,RENT,credit_card,36 months,B,Fully Paid,2022-10-14,764.25
16816,12.17,669,69861,16.44,2,RENT,debt_consolidation,36 months,E,Fully Paid,2022-08-03,559.9
12407,13.21,734,46003,15.85,6,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-01-24,283.63
19731,9.4,773,51025,19.45,7,MORTGAGE,home_improvement,36 months,B,Fully Paid,2021-12-25,631.12
20441,8.28,714,53558,25.55,9,RENT,debt_consolidation,36 months,C,Fully Paid,2021-12-17,643.19
17459,13.91,762,34209,21.22,4,MORTGAGE,credit_card,36 months,B,Fully Paid,2020-03-16,595.94
8403,12.87,759,58170,13.05,7,RENT,debt_consolidation,36 months,C,Fully Paid,2022-12-14,282.6
17212,8.84,744,164376,14.33,8,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-09-12,546.06
24563,6.25,656,151845,10.49,8,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2020-10-13,477.73
10226,6.92,793,35311,20.72,0,MORTGAGE,home_improvement,36 months,B,Fully Paid,2020-11-18,315.38
31783,16.78,813,146258,19.72,4,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-01-13,1129.67
10794,9.55,796,102007,12.26,0,RENT,debt_consolidation,36 months,A,Fully Paid,2020-12-29,346.02
15259,10.64,759,93277,25.61,6,MORTGAGE,other,36 months,A,Fully Paid,2021-01-01,496.96
9620,17.8,701,81010,23.59,9,RENT,debt_consolidation,36 months,D,Fully Paid,2020-01-15,346.82
16786,7.51,617,31217,29.59,8,MORTGAGE,debt_consolidation,36 months,G,Fully Paid,2021-08-05,522.23
1062,9.09,799,45075,8.68,8,RENT,debt_consolidation,36 months,A,Fully Paid,2021-09-07,33.82
10631,8.92,737,107263,14.2,4,MORTGAGE,major_purchase,36 months,B,Fully Paid,2020-05-06,337.67
6263,18.47,683,25724,13.43,0,MORTGAGE,home_improvement,36 months,E,Fully Paid,2021-04-23,227.9
16082,19.97,694,28895,35.83,2,RENT,other,36 months,E,Fully Paid,2020-02-08,597.42
22955,15.01,762,74186,15.08,7,OWN,credit_card,36 months,B,Charged Off,2021-01-29,795.86
20168,15.13,658,34452,25.12,1,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2022-09-25,700.41
1000,9.68,726,106587,23.28,1,RENT,debt_consolidation,36 months,C,Charged Off,2022-03-27,32.12
31336,19.79,624,35314,14.33,4,RENT,home_improvement,60 months,G,Fully Paid,2021-08-15,826.56
17362,13.07,836,71044,15.44,1,MORTGAGE,other,36 months,A,Fully Paid,2021-01-18,585.58
8788,15.41,701,75331,19.18,3,RENT,other,60 months,D,Charged Off,2022-06-17,210.96
16257,11.58,776,42724,25.06,10,MORTGAGE,home_improvement,36 months,A,Fully Paid,2021-05-22,536.71
16409,10.93,724,50627,13.62,0,MORTGAGE,home_improvement,36 months,D,Fully Paid,2021-03-18,536.67
9665,18.65,643,37197,10.93,8,RENT,credit_card,60 months,F,Fully Paid,2021-09-04,248.86
16583,14.16,753,59099,22.46,10,RENT,home_improvement,36 months,B,Fully Paid,2022-05-23,568.06
10140,17.81,754,30540,5.83,4,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-09-02,365.62
11765,13.02,774,51202,17.02,9,RENT,debt_consolidation,36 months,B,Fully Paid,2022-01-30,396.52
9509,8.61,740,101107,23.48,3,RENT,debt_consolidation,36 months,C,Fully Paid,2020-06-04,300.66
3538,9.67,765,27018,18.44,10,RENT,credit_card,36 months,C,Charged Off,2020-08-02,113.61
16166,12.41,747,42576,10.46,9,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-06-23,362.96
19682,9.49,728,86058,6.99,9,RENT,debt_consolidation,60 months,D,Charged Off,2020-04-02,413.26
19119,7.57,739,20000,24.5,1,OWN,credit_card,36 months,C,Fully Paid,2021-06-26,595.33
21559,16.81,809,200000,13.59,9,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2022-04-09,533.6
17594,9.82,738,124452,7.79,9,RENT,debt_consolidation,60 months,C,Fully Paid,2020-07-30,372.26
10738,12.55,805,20397,24.11,8,RENT,other,36 months,B,Fully Paid,2021-06-01,359.48
21717,13.18,748,20000,21.41,1,OWN,other,36 months,C,Fully Paid,2022-10-13,733.62
4139,9.65,710,61128,6.59,1,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2021-12-23,87.23
7794,17.8,735,27332,35.11,4,OWN,credit_card,36 months,C,Fully Paid,2021-11-20,280.99
7286,7.53,744,117365,10.68,7,MORTGAGE,home_improvement,36 months,C,Fully Paid,2022-12-20,226.74
23640,13.05,739,78889,21.27,0,RENT,credit_card,36 months,C,Fully Paid,2020-09-27,797.09
22542,12.98,786,65275,30.89,10,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-11-03,512.67
18898,11.78,669,40167,22.11,5,MORTGAGE,major_purchase,36 months,E,Charged Off,2022-12-06,625.7
23575,6.81,740,183506,17.07,4,MORTGAGE,credit_card,36 months,C,Fully Paid,2022-09-15,725.88
7965,15.48,757,101459,3.54,6,RENT,debt_consolidation,36 months,C,Fully Paid,2022-11-04,277.99
17788,14.97,741,91328,31.33,7,RENT,credit_card,36 months,B,Fully Paid,2020-04-25,616.37
13998,9.3,720,138695,21.92,3,RENT,debt_consolidation,36 months,C,Fully Paid,2021-10-19,447.09
21775,14.83,778,29342,3.68,3,RENT,credit_card,36 months,C,Fully Paid,2022-10-23,753.03
14078,13.5,732,147166,27.36,5,MORTGAGE,home_improvement,36 months,C,Fully Paid,2021-04-01,477.74
11920,6.88,756,49750,15.49,7,RENT,debt_consolidation,36 months,C,Fully Paid,2021-03-02,367.4
19327,8.58,791,75683,12.78,7,OWN,debt_consolidation,60 months,B,Fully Paid,2021-03-04,397.27
22009,16.55,684,53662,10.42,3,RENT,home_improvement,36 months,D,Fully Paid,2022-01-03,779.76
9653,13.24,752,20000,16.37,3,MORTGAGE,credit_card,36 months,B,Fully Paid,2022-05-25,326.36
14511,9.74,740,117025,21.46,5,OWN,debt_consolidation,60 months,C,Fully Paid,2022-06-23,306.46
6532,8.57,756,20000,11.04,5,RENT,credit_card,36 months,B,Fully Paid,2020-12-29,206.41
1000,9.94,718,30437,16.02,6,RENT,credit_card,36 months,D,Fully Paid,2020-01-17,32.24
16603,10.22,720,43609,40.0,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-04-06,537.45
19871,8.62,714,20000,18.81,4,MORTGAGE,credit_card,36 months,D,Fully Paid,2021-12-14,628.38
17096,5.03,679,27710,22.73,3,RENT,debt_consolidation,36 months,E,Fully Paid,2020-01-24,512.61
1000,16.56,721,71066,7.33,3,RENT,small_business,60 months,D,Fully Paid,2021-12-21,24.62
12193,15.88,793,46973,4.14,6,RENT,debt_consolidation,36 months,B,Fully Paid,2021-09-09,427.95
1000,6.91,796,49766,26.72,4,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-06-22,30.84
25957,12.55,685,31555,24.43,1,RENT,home_improvement,36 months,E,Fully Paid,2021-04-07,868.98
6311,8.39,662,61841,28.71,0,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,2021-10-12,129.15
25043,10.95,646,47682,14.36,0,RENT,other,36 months,F,Fully Paid,2021-05-08,819.28
22566,10.62,693,20000,25.03,9,MORTGAGE,credit_card,36 months,E,Fully Paid,2021-12-20,734.73
7795,10.29,821,52018,0.0,5,MORTGAGE,major_purchase,36 months,A,Fully Paid,2022-09-16,252.59
5937,20.01,791,25100,19.33,7,MORTGAGE,credit_card,36 months,B,Fully Paid,2022-02-08,220.67
17802,10.24,766,112239,23.26,9,RENT,home_improvement,36 months,B,Fully Paid,2022-05-22,576.43
8245,8.77,774,45521,9.49,1,OWN,debt_consolidation,36 months,B,Fully Paid,2021-11-19,261.31
15819,8.95,780,200000,23.45,4,MORTGAGE,credit_card,60 months,B,Fully Paid,2020-01-17,327.99
11137,16.18,739,117810,13.56,5,OWN,credit_card,36 months,D,Fully Paid,2022-03-21,392.53
1000,5.39,694,54655,14.36,8,MORTGAGE,other,36 months,D,Fully Paid,2022-07-19,30.15
1000,8.95,779,89826,12.93,10,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-07-31,31.78
16813,17.79,759,20000,27.65,7,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-03-05,606.06
10507,12.98,793,117437,11.37,6,RENT,credit_card,36 months,B,Fully Paid,2020-03-28,353.92
10575,12.77,769,33718,10.39,9,RENT,debt_consolidation,36 months,B,Fully Paid,2020-12-16,355.14
20566,20.53,714,63755,8.14,8,RENT,credit_card,36 months,D,Fully Paid,2020-07-02,769.87
24387,12.99,753,35978,12.05,9,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-10-17,821.58
12819,9.17,731,38757,16.56,0,OWN,credit_card,36 months,C,Fully Paid,2022-05-09,408.66
12275,10.87,839,52744,20.11,5,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-11-08,401.11
19001,7.46,752,63182,8.97,8,OWN,debt_consolidation,36 months,C,Fully Paid,2020-01-22,590.7
4144,17.02,743,58756,17.98,2,OWN,other,36 months,C,Fully Paid,2021-02-11,147.79
16785,14.3,737,59791,19.9,8,MORTGAGE,home_improvement,36 months,D,Fully Paid,2022-12-21,576.12
19415,16.5,800,20000,7.54,0,RENT,home_improvement,60 months,B,Fully Paid,2022-09-21,477.31
20441,16.85,709,200000,15.51,6,MORTGAGE,credit_card,36 months,D,Fully Paid,2021-02-17,727.25
1000,10.34,694,70430,14.32,9,RENT,debt_consolidation,60 months,D,Fully Paid,2021-03-11,21.41
8909,8.22,736,81332,15.59,4,RENT,credit_card,36 months,C,Fully Paid,2020-09-24,280.08
7973,11.79,762,47193,10.76,7,MORTGAGE,home_improvement,60 months,B,Charged Off,2020-12-20,176.51
15799,8.51,802,32470,13.92,5,RENT,debt_consolidation,36 months,A,Fully Paid,2022-10-21,498.81
18845,12.66,775,66551,15.25,6,RENT,credit_card,60 months,B,Fully Paid,2020-02-29,425.51
26973,16.53,700,73313,29.91,5,MORTGAGE,other,36 months,F,Fully Paid,2022-04-26,955.36
11040,11.33,659,148935,15.36,5,RENT,home_improvement,36 months,E,Fully Paid,2020-05-20,363.16
11019,12.6,743,200000,25.71,8,RENT,credit_card,36 months,B,Fully Paid,2021-01-18,369.15
24197,11.62,758,168369,26.31,1,RENT,debt_consolidation,60 months,B,Charged Off,2021-02-04,533.61
17372,15.21,739,20000,4.45,6,MORTGAGE,credit_card,36 months,A,Fully Paid,2020-11-15,603.99
25141,9.33,732,43377,12.67,1,RENT,home_improvement,36 months,B,Fully Paid,2022-06-15,803.34
17309,5.0,653,75740,26.33,6,MORTGAGE,credit_card,60 months,E,Fully Paid,2021-07-05,326.64
5743,13.88,762,45242,16.45,10,OWN,home_improvement,36 months,C,Fully Paid,2022-08-24,195.95
4334,15.95,652,58065,14.07,1,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,2021-11-20,105.28
2587,13.79,616,20000,21.0,4,OWN,credit_card,60 months,F,Fully Paid,2020-03-30,59.91
20296,9.44,753,113544,23.54,8,OWN,credit_card,36 months,B,Fully Paid,2021-08-22,649.57
24508,7.46,747,20000,14.77,4,RENT,debt_consolidation,36 months,C,Fully Paid,2021-09-11,761.9
29794,13.98,699,20000,12.77,5,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-08-13,1018.0
21744,12.57,733,29428,0.0,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-08-12,728.15
24302,11.5,758,55922,15.38,2,RENT,debt_consolidation,36 months,B,Fully Paid,2022-06-12,801.38
10359,19.29,593,20000,11.95,7,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2022-03-05,270.37
5748,8.21,691,28501,6.95,8,RENT,credit_card,60 months,D,Fully Paid,2022-10-03,117.13
21800,19.1,783,133821,13.36,6,RENT,credit_card,36 months,A,Fully Paid,2020-04-13,800.2
18341,12.13,752,55345,11.66,8,MORTGAGE,debt_consolidation,60 months,C,Charged Off,2020-02-19,409.19
15859,5.0,747,81103,16.35,6,RENT,other,60 months,B,Fully Paid,2020-03-13,299.28
18098,11.28,730,25200,12.77,8,RENT,debt_consolidation,36 months,D,Fully Paid,2022-12-28,594.91
17585,15.84,813,57659,18.58,10,OWN,credit_card,36 months,A,Charged Off,2021-04-18,616.85
25270,10.54,738,54442,16.39,1,RENT,debt_consolidation,36 months,B,Fully Paid,2021-04-27,821.81
25359,6.1,777,34314,25.19,5,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-06-08,772.62
19353,11.34,681,57771,10.73,2,RENT,credit_card,60 months,E,Fully Paid,2020-08-29,424.07
21766,8.57,707,20000,29.24,5,OWN,debt_consolidation,36 months,E,Fully Paid,2020-08-08,687.81
19112,13.97,663,81391,23.54,5,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2021-12-26,652.92
11310,15.09,723,45267,26.89,6,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2020-10-09,269.6
21052,7.77,665,50008,17.02,4,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2021-04-05,657.46
3844,9.18,735,108687,12.75,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-06-28,122.56
23431,15.03,706,81017,10.7,0,RENT,debt_consolidation,36 months,E,Fully Paid,2021-06-12,812.59
5443,8.56,695,47913,29.02,0,MORTGAGE,home_improvement,36 months,D,Fully Paid,2021-11-02,171.97
17286,7.67,719,27402,23.77,2,RENT,debt_consolidation,60 months,D,Fully Paid,2022-11-15,347.77
8238,7.29,735,151761,6.94,4,OWN,debt_consolidation,36 months,C,Fully Paid,2020-07-22,255.46
19427,13.41,706,23433,22.82,4,RENT,debt_consolidation,36 months,D,Fully Paid,2021-10-23,658.42
14728,13.24,753,93018,8.4,2,RENT,other,60 months,B,Fully Paid,2021-04-18,336.92
2241,9.26,728,20000,17.59,8,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-08-31,71.53
18365,12.02,628,113835,21.61,7,MORTGAGE,debt_consolidation,36 months,G,Fully Paid,2021-03-31,610.16
10376,18.11,738,121469,26.66,3,MORTGAGE,credit_card,36 months,D,Fully Paid,2020-12-01,375.69
22049,8.1,685,20000,16.9,8,RENT,other,36 months,D,Fully Paid,2022-11-19,691.95
15010,5.0,759,82004,13.93,10,MORTGAGE,small_business,36 months,B,Charged Off,2020-09-07,449.86
18163,13.82,685,77385,15.35,2,RENT,debt_consolidation,60 months,E,Charged Off,2022-02-17,420.93
7339,11.56,654,97942,23.53,4,OWN,debt_consolidation,36 months,F,Fully Paid,2020-08-22,242.22
10285,9.16,810,77316,21.31,10,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-05-27,327.83
11330,14.61,763,30527,14.87,1,RENT,debt_consolidation,60 months,C,Fully Paid,2020-05-23,267.23
21853,15.36,675,51427,0.09,1,OWN,small_business,36 months,D,Charged Off,2021-04-15,761.4
28419,5.0,668,192000,0.0,5,RENT,home_improvement,36 months,E,Fully Paid,2021-07-26,851.74
8558,9.39,760,27571,16.8,5,OTHER,other,36 months,C,Charged Off,2021-05-28,273.7
23614,21.27,736,75056,5.55,1,MORTGAGE,credit_card,60 months,C,Fully Paid,2022-11-13,642.43
1000,14.33,776,134037,10.77,3,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-02-05,34.34
5446,14.7,714,29925,13.18,4,RENT,credit_card,36 months,C,Charged Off,2020-03-06,187.99
7329,16.69,769,22208,31.61,8,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-12-06,260.17
4179,12.07,611,24679,15.98,7,RENT,debt_consolidation,36 months,G,Fully Paid,2022-07-14,138.94
2331,15.19,783,78942,20.76,9,MORTGAGE,other,36 months,C,Fully Paid,2020-12-22,81.02
18303,14.87,766,24533,19.04,3,RENT,credit_card,36 months,B,Fully Paid,2021-09-15,633.31
13287,14.16,604,54461,0.0,3,RENT,debt_consolidation,60 months,G,Fully Paid,2020-06-14,310.27
18035,10.71,764,156355,11.8,5,MORTGAGE,home_improvement,60 months,C,Fully Paid,2021-03-10,389.52
20523,12.69,708,57761,5.24,0,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2020-12-07,463.71
17124,9.65,665,34735,28.82,2,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2022-03-05,549.73
20262,12.05,747,65367,0.45,2,MORTGAGE,home_improvement,60 months,D,Fully Paid,2021-07-21,451.23
14443,7.33,679,57064,11.63,1,RENT,debt_consolidation,36 months,F,Fully Paid,2020-12-22,448.14
5504,8.84,777,82195,12.91,5,RENT,debt_consolidation,60 months,B,Fully Paid,2021-01-27,113.83
23462,10.87,814,185981,7.11,9,RENT,debt_consolidation,36 months,A,Fully Paid,2022-05-28,766.67
10287,8.23,676,79042,15.81,0,RENT,small_business,36 months,F,Fully Paid,2022-02-03,323.45
7515,9.98,720,200000,14.66,6,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-07-16,159.6
13576,11.34,683,82348,16.3,9,RENT,credit_card,36 months,D,Fully Paid,2020-01-12,446.65
7697,13.61,780,34991,19.02,1,RENT,debt_consolidation,60 months,C,Fully Paid,2021-11-07,177.54
11660,15.8,684,200000,16.89,9,OWN,credit_card,36 months,D,Fully Paid,2022-05-12,408.78
17752,10.14,845,54864,18.04,8,OWN,debt_consolidation,60 months,A,Charged Off,2020-05-21,378.4
17786,17.34,786,28611,23.9,2,MORTGAGE,home_improvement,36 months,A,Fully Paid,2022-07-12,637.13
7817,15.75,631,200000,1.8,9,RENT,credit_card,36 months,F,Fully Paid,2021-04-08,273.86
11098,14.02,755,35839,20.6,8,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-09-09,379.41
23594,12.61,737,34868,6.63,1,RENT,other,60 months,B,Fully Paid,2021-05-01,532.14
18971,13.28,701,40699,9.86,8,MORTGAGE,small_business,60 months,F,Charged Off,2022-06-15,434.37
31600,16.75,658,67187,15.97,5,RENT,debt_consolidation,60 months,G,Fully Paid,2020-06-07,781.1
24441,16.89,770,114875,18.29,8,RENT,debt_consolidation,60 months,C,Fully Paid,2020-05-11,605.98
24154,17.34,709,20000,19.23,6,RENT,debt_consolidation,36 months,C,Fully Paid,2020-02-17,865.25
3897,12.17,675,114525,7.44,4,MORTGAGE,credit_card,36 months,F,Fully Paid,2022-11-17,129.75
21110,14.22,793,40612,28.05,6,RENT,debt_consolidation,36 months,B,Charged Off,2021-07-26,723.75
14575,17.37,743,44845,11.66,6,RENT,home_improvement,36 months,C,Fully Paid,2020-07-13,522.33
10592,9.51,696,198915,9.24,8,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2021-06-15,339.34
16344,10.73,722,69516,4.82,8,RENT,debt_consolidation,60 months,D,Fully Paid,2022-01-24,353.16
22561,12.06,685,81911,4.04,7,RENT,credit_card,36 months,D,Fully Paid,2020-07-26,749.99
19006,15.6,671,57873,3.8,10,RENT,home_improvement,60 months,E,Fully Paid,2021-10-02,458.16
7972,15.66,763,102185,17.51,8,MORTGAGE,small_business,36 months,B,Fully Paid,2022-05-04,278.94
